,0,1,2,3,4,5,6,7,8,9
0,0.0,5622.766180801843,5622.766180801843,33.69842090314839,4866.023797036235,4866.023797036235,33.69842090314839,2529.3781675830564,2529.3781675830564,33.69842090314839
1,2.5,5622.766180801843,72418.44000892685,33.90041905527874,4866.023797036235,19607.398308754986,33.833695681424075,2529.3781675830564,10268.485223247118,33.782962485423155
2,5.0,5622.766180801843,139214.11383705185,34.080683962190676,4866.023797036235,34348.772820473736,33.96808826358879,2529.3781675830564,18007.592278911183,33.86895089513495
3,7.5,5622.766180801843,206009.78766517685,34.25430333748734,4866.023797036235,49090.147332192486,34.08812221676493,2529.3781675830564,25746.699334575245,33.95230711332158
4,10.0,5622.766180801843,272805.46149330185,34.421630378203496,4866.023797036235,63831.521843911236,34.20814753281672,2529.3781675830564,33485.806390239304,34.03186677859102
5,12.5,5622.766180801843,339601.13532142685,34.57221067001634,4866.023797036235,78572.89635562999,34.32396043350438,2529.3781675830564,41224.91344590337,34.106044802852146
6,15.0,5622.766180801843,406396.80914955185,34.693484511313486,4866.023797036235,93314.27086734874,34.43511401364802,2529.3781675830564,48964.02050156743,34.183358631804005
7,17.5,5622.766180801843,473192.48297767685,34.806704125731656,4866.023797036235,108055.64537906749,34.54185050134288,2529.3781675830564,56703.12755723149,34.25987457251031
8,20.0,5622.766180801843,539988.1568058018,34.90854991602446,4866.023797036235,122797.01989078624,34.62495556181098,2529.3781675830564,64442.234612895554,34.333031848314945
9,22.5,5622.766180801843,606783.8306339268,34.96363125279594,4866.023797036235,137538.394402505,34.7101371565067,2529.3781675830564,72181.34166855962,34.405382125983024
10,25.0,5622.766180801843,673579.5044620518,35.01543541588134,4866.023797036235,152279.76891422374,34.78812292065312,2529.3781675830564,79920.44872422368,34.476087147933335
11,27.5,5622.766180801843,740375.1782901768,35.05149163027,4866.023797036235,167021.1434259425,34.86015444404802,2529.3781675830564,87659.55577988774,34.54086893724777
12,30.0,5622.766180801843,807170.8521183018,35.04805734792421,4866.023797036235,181762.51793766124,34.9257415680633,2529.3781675830564,95398.6628355518,34.59236957602327
13,32.5,5622.766180801843,873966.5259464268,35.02750930044855,4866.023797036235,196503.89244938,34.958109130722896,2529.3781675830564,103137.76989121587,34.64632079342972
14,35.0,5622.766180801843,940762.1997745518,34.99457081960452,4866.023797036235,211245.26696109874,34.99447667351936,2529.3781675830564,110876.87694687993,34.69680723114326
15,37.5,5622.766180801843,1007557.8736026768,34.945848418035375,4866.023797036235,225986.6414728175,35.0256967248636,2529.3781675830564,118615.98400254399,34.748160416067854
16,40.0,5622.766180801843,1074353.547430802,34.8405886722139,4866.023797036235,240728.01598453624,35.05158049800941,2529.3781675830564,126355.09105820805,34.79979186665524
17,42.5,5622.766180801843,1141149.221258927,34.74412058657735,4866.023797036235,255469.390496255,35.0661156586553,2529.3781675830564,134094.19811387212,34.84392875579247
18,45.0,5622.766180801843,1207944.895087052,34.63812202947442,4866.023797036235,270210.7650079737,35.043501784933696,2529.3781675830564,141833.30516953618,34.89010062344403
19,47.5,5622.766180801843,1274740.568915177,34.490588022062695,4866.023797036235,284952.13951969246,35.02812474298058,2529.3781675830564,149572.41222520024,34.92612017190109
20,50.0,5622.766180801843,1341536.242743302,34.34286113720168,4866.023797036235,299693.5140314112,35.00842931337755,2529.3781675830564,157311.5192808643,34.94929516254475
21,52.5,5622.766180801843,1408331.916571427,34.19326203722383,4866.023797036235,314434.88854312996,34.98174874469805,2529.3781675830564,165050.62633652837,34.96626143926213
22,55.0,5622.766180801843,1475127.590399552,34.02351447972109,4866.023797036235,329176.2630548487,34.94620490586564,2529.3781675830564,172789.73339219243,34.99172400408619
23,57.5,5622.766180801843,1541923.264227677,33.828846068573434,4866.023797036235,343917.63756656746,34.86996422950313,2529.3781675830564,180528.8404478565,35.01866111603377
24,60.0,5622.766180801843,1608718.938055802,33.64358559034537,4866.023797036235,358659.0120782862,34.80809144465556,2529.3781675830564,188267.94750352055,35.03335912285367
25,62.5,5622.766180801843,1675514.611883927,33.46021622912272,4866.023797036235,373400.38659000496,34.74192897882042,2529.3781675830564,196007.05455918462,35.04271491792445
26,65.0,5622.766180801843,1742310.285712052,33.24498189684668,4866.023797036235,388141.7611017237,34.669924500532424,2529.3781675830564,203746.16161484868,35.0583879509857
27,67.5,5622.766180801843,1809105.959540177,33.04318406130447,4866.023797036235,402883.13561344246,34.593266740978194,2529.3781675830564,211485.26867051274,35.071072548659025
28,70.0,5622.766180801843,1875901.633368302,32.843330006997036,4866.023797036235,417624.5101251612,34.47734132819781,2529.3781675830564,219224.3757261768,35.047937596383306
29,72.5,5622.766180801843,1942697.307196427,32.63626821728981,4866.023797036235,432365.88463687996,34.37568980899117,2529.3781675830564,226963.48278184087,35.04268725404693
30,75.0,5622.766180801843,2009492.981024552,32.41327346665343,4866.023797036235,447107.2591485987,34.27326590848657,2529.3781675830564,234702.58983750493,35.03381056001262
31,77.5,5622.766180801843,2076288.654852677,32.20695840886956,4866.023797036235,461848.63366031746,34.166441899328845,2529.3781675830564,242441.696893169,35.008951634220224
32,80.0,5622.766180801843,2143084.3286808017,32.008079179059166,4866.023797036235,476590.0081720362,34.06027100926324,2529.3781675830564,250180.80394883305,35.003255515192386
33,82.5,5622.766180801843,2209880.0025089267,31.78677567960645,4866.023797036235,491331.38268375496,33.91673626293767,2529.3781675830564,257919.91100449712,34.98143184621991
34,85.0,5622.766180801843,2276675.6763370517,31.577806767913728,4866.023797036235,506072.7571954737,33.79368353657825,2529.3781675830564,265659.0180601612,34.967719877110525
35,87.5,5622.766180801843,2343471.3501651767,31.37155617981378,4866.023797036235,520814.13170719246,33.66710984461167,2529.3781675830564,273398.12511582527,34.935365807999055
36,90.0,5622.766180801843,2410267.0239933017,31.17512497665917,4866.023797036235,535555.5062189113,33.54255042458858,2529.3781675830564,281137.23217148933,34.88206089070482
37,92.5,5622.766180801843,2477062.6978214267,30.959093073453417,4866.023797036235,550296.88073063,33.417226889755284,2529.3781675830564,288876.3392271534,34.844455758623305
38,95.0,5622.766180801843,2543858.3716495517,30.760659988912984,4866.023797036235,565038.2552423488,33.26043223298947,2529.3781675830564,296615.44628281746,34.804900503123804
39,97.5,5622.766180801843,2610654.0454776767,30.56503485932855,4866.023797036235,579779.6297540675,33.121311656884885,2529.3781675830564,304354.5533384815,34.76362792483077
