,0,1,2,3,4,5,6,7,8,9
0,0.0,32329.089049594804,32329.089049594804,33.69842090314839,17150.43092752841,17150.43092752841,33.69842090314839,17479.614962094052,17479.614962094052,33.69842090314839
1,2.5,32329.089049594804,183905.5734245948,34.45810355091461,17150.43092752841,32724.470234169035,33.840256010638385,17479.614962094052,88359.57589959406,33.974865753659024
2,5.0,32329.089049594804,335482.0577995948,34.89683880100729,17150.43092752841,48298.50954080966,33.978430403303264,17479.614962094052,159239.53683709406,34.21936559466492
3,7.5,32329.089049594804,487058.5421745948,34.95674644824377,17150.43092752841,63872.548847450285,34.093573754015914,17479.614962094052,230119.49777459406,34.447553344722415
4,10.0,32329.089049594804,638635.0265495948,34.622552914726704,17150.43092752841,79446.58815409092,34.20469524404461,17479.614962094052,300999.45871209406,34.60767976740462
5,12.5,32329.089049594804,790211.5109245948,33.945515413072286,17150.43092752841,95020.62746073154,34.31733830657739,17479.614962094052,371879.41964959406,34.76834279600071
6,15.0,32329.089049594804,941787.9952995948,33.07594719516071,17150.43092752841,110594.66676737217,34.4192657008871,17479.614962094052,442759.38058709406,34.866979897402516
7,17.5,32329.089049594804,1093364.4796745947,32.1811770605808,17150.43092752841,126168.70607401279,34.48070211659034,17479.614962094052,513639.34152459406,34.91785147116217
8,20.0,32329.089049594804,1244940.9640495947,31.313994227516247,17150.43092752841,141742.74538065342,34.55988794064568,17479.614962094052,584519.302462094,34.93665986353439
9,22.5,32329.089049594804,1396517.4484245947,30.434721496666825,17150.43092752841,157316.78468729404,34.62572791241778,17479.614962094052,655399.263399594,34.85399405071555
10,25.0,32329.089049594804,1548093.9327995947,29.60401231709541,17150.43092752841,172890.82399393467,34.680161362072226,17479.614962094052,726279.224337094,34.803512662896445
11,27.5,32329.089049594804,1699670.4171745947,28.855710490044135,17150.43092752841,188464.8633005753,34.68796828421473,17479.614962094052,797159.185274594,34.652802456281776
12,30.0,32329.089049594804,1851246.9015495947,28.102928460605355,17150.43092752841,204038.90260721592,34.670448728034856,17479.614962094052,868039.146212094,34.48941167041643
13,32.5,32329.089049594804,2002823.3859245947,27.43488368844417,17150.43092752841,219612.94191385654,34.68616682451257,17479.614962094052,938919.107149594,34.30624507158005
