,0,1,2,3,4,5,6,7,8,9
0,0.0,34138.92051640624,34138.92051640624,33.69842090314839,18494.01274000691,18494.01274000691,33.69842090314839,7295.159682543905,7295.159682543905,33.69842090314839
1,2.5,34138.92051640624,91024.44786015624,34.0823559536028,18494.01274000691,45176.76420485066,33.89302542628108,7295.159682543905,23373.196791918905,33.77034863917234
2,5.0,34138.92051640624,147909.97520390624,34.42575225205608,18494.01274000691,71859.5156696944,34.06794997466168,7295.159682543905,39451.233901293905,33.84492386289526
3,7.5,34138.92051640624,204795.50254765624,34.695831331617896,18494.01274000691,98542.26713453815,34.23857005725681,7295.159682543905,55529.271010668905,33.91777983117293
4,10.0,34138.92051640624,261681.02989140624,34.91286731514269,18494.01274000691,125225.0185993819,34.39834786945466,7295.159682543905,71607.3081200439,33.986058391158146
5,12.5,34138.92051640624,318566.55723515624,35.01512090082145,18494.01274000691,151907.77006422565,34.54593935474514,7295.159682543905,87685.3452294189,34.048912256292105
6,15.0,34138.92051640624,375452.08457890624,35.040017705357215,18494.01274000691,178590.5215290694,34.66664839227992,7295.159682543905,103763.3823387939,34.111937843872745
7,17.5,34138.92051640624,432337.61192265624,34.98215954372262,18494.01274000691,205273.27299391315,34.778401893169985,7295.159682543905,119841.4194481689,34.17619878975918
8,20.0,34138.92051640624,489223.13926640624,34.821143899062676,18494.01274000691,231956.0244587569,34.881691596442444,7295.159682543905,135919.4565575439,34.241621086736075
9,22.5,34138.92051640624,546108.6666101562,34.61350321209437,18494.01274000691,258638.77592360065,34.948338874476924,7295.159682543905,151997.4936669189,34.303214198913075
10,25.0,34138.92051640624,602994.1939539062,34.3049006545644,18494.01274000691,285321.5273884444,34.99989540547325,7295.159682543905,168075.5307762939,34.36392613817875
11,27.5,34138.92051640624,659879.7212976562,33.969128995300736,18494.01274000691,312004.27885328815,35.03907781620364,7295.159682543905,184153.5678856689,34.423816417375676
12,30.0,34138.92051640624,716765.2486414062,33.59506275684774,18494.01274000691,338687.0303181319,35.06284472279138,7295.159682543905,200231.6049950439,34.48136557757505
13,32.5,34138.92051640624,773650.7759851562,33.18864324544573,18494.01274000691,365369.78178297565,35.03487438348936,7295.159682543905,216309.6421044189,34.53776766695902
14,35.0,34138.92051640624,830536.3033289062,32.78308062723169,18494.01274000691,392052.5332478194,35.00653430864582,7295.159682543905,232387.6792137939,34.582525415650224
15,37.5,34138.92051640624,887421.8306726562,32.34738611079345,18494.01274000691,418735.28471266315,34.97038134900216,7295.159682543905,248465.7163231689,34.627270807558496
16,40.0,34138.92051640624,944307.3580164062,31.9404591087175,18494.01274000691,445418.0361775069,34.88801941346281,7295.159682543905,264543.7534325439,34.6719366242123
