,0,1,2,3,4,5,6,7,8,9
0,0.0,12899.012478198178,12899.012478198178,35.61381575247543,10765.237409763358,10765.237409763358,35.61381575247543,12004.646390447215,12004.646390447215,35.61381575247543
1,2.5,12899.012478198178,44544.52761491693,35.75895562039481,10765.237409763358,29237.80576913836,35.698899223392566,12004.646390447215,25504.133695134715,35.68216399598769
2,5.0,12899.012478198178,76190.04275163567,35.90112064681744,10765.237409763358,47710.37412851336,35.78091814129741,12004.646390447215,39003.62099982222,35.75044140605438
3,7.5,12899.012478198178,107835.55788835442,36.01531432174271,10765.237409763358,66182.94248788836,35.8647420251584,12004.646390447215,52503.10830450972,35.817104134348256
4,10.0,12899.012478198178,139481.0730250732,36.12951327370274,10765.237409763358,84655.51084726336,35.93383089636701,12004.646390447215,66002.59560919722,35.884166074023206
5,12.5,12899.012478198178,171126.58816179194,36.241891732679875,10765.237409763358,103128.07920663836,35.99599123779489,12004.646390447215,79502.08291388472,35.93866454491967
6,15.0,12899.012478198178,202772.1032985107,36.34695116447566,10765.237409763358,121600.64756601336,36.06143098776046,12004.646390447215,93001.57021857222,35.99228899064001
7,17.5,12899.012478198178,234417.61843522944,36.4134480381633,10765.237409763358,140073.21592538836,36.13082598925151,12004.646390447215,106501.05752325972,36.04778353778534
8,20.0,12899.012478198178,266063.13357194816,36.46684294883392,10765.237409763358,158545.78428476336,36.19547450041096,12004.646390447215,120000.54482794722,36.10490342114582
9,22.5,12899.012478198178,297708.6487086669,36.52632402192523,10765.237409763358,177018.35264413836,36.258626424655475,12004.646390447215,133500.03213263472,36.15841248565948
10,25.0,12899.012478198178,329354.16384538566,36.57779335676709,10765.237409763358,195490.92100351336,36.31968714295401,12004.646390447215,146999.51943732222,36.21146437960835
11,27.5,12899.012478198178,360999.6789821044,36.62126636812891,10765.237409763358,213963.48936288836,36.37592670993721,12004.646390447215,160499.00674200972,36.263167453963135
12,30.0,12899.012478198178,392645.19411882316,36.589991108042106,10765.237409763358,232436.05772226336,36.407211846599054,12004.646390447215,173998.49404669722,36.313288604371834
13,32.5,12899.012478198178,424290.7092555419,36.579450508428536,10765.237409763358,250908.62608163836,36.43598128827639,12004.646390447215,187497.98135138472,36.36056607292731
14,35.0,12899.012478198178,455936.22439226066,36.57151929522562,10765.237409763358,269381.1944410134,36.471124360436214,12004.646390447215,200997.46865607222,36.40661701130643
15,37.5,12899.012478198178,487581.7395289794,36.554295218188926,10765.237409763358,287853.7628003884,36.5055193384166,12004.646390447215,214496.95596075972,36.416482416645486
16,40.0,12899.012478198178,519227.25466569816,36.491063742092685,10765.237409763358,306326.3311597634,36.53684993813664,12004.646390447215,227996.44326544722,36.44315073245493
17,42.5,12899.012478198178,550872.7698024169,36.4017677999056,10765.237409763358,324798.8995191384,36.56722564950102,12004.646390447215,241495.93057013472,36.470886958700916
18,45.0,12899.012478198178,582518.2849391357,36.32917847217034,10765.237409763358,343271.4678785134,36.59493425507944,12004.646390447215,254995.41787482222,36.49940678305076
19,47.5,12899.012478198178,614163.8000758544,36.26042029627306,10765.237409763358,361744.0362378884,36.62093168026561,12004.646390447215,268494.9051795097,36.528112842980946
20,50.0,12899.012478198178,645809.3152125732,36.18378222407273,10765.237409763358,380216.6045972634,36.6019494104132,12004.646390447215,281994.3924841972,36.55402096177399
21,52.5,12899.012478198178,677454.8303492919,36.03237279651983,10765.237409763358,398689.1729566384,36.58985749332427,12004.646390447215,295493.8797888847,36.57575349507069
