,0,1,2,3,4,5,6,7,8,9
0,0.0,37319.91269631261,37319.91269631261,35.61381575247543,18051.569239262684,18051.569239262684,35.61381575247543,12880.003118766179,12880.003118766179,35.61381575247543
1,2.5,37319.91269631261,93879.09726662512,35.85240967965541,18051.569239262684,64854.96767676268,35.86583547203769,12880.003118766179,21759.26276232087,35.67624401146091
2,5.0,37319.91269631261,150438.28183693762,36.04198094511145,18051.569239262684,111658.36611426268,36.07999209398952,12880.003118766179,30638.522405875556,35.737354704288435
3,7.5,37319.91269631261,206997.46640725012,36.2420000455318,18051.569239262684,158461.7645517627,36.28225261414373,12880.003118766179,39517.78204943024,35.80343916816919
4,10.0,37319.91269631261,263556.6509775626,36.38287132852629,18051.569239262684,205265.1629892627,36.37166847078659,12880.003118766179,48397.04169298493,35.85986125530367
5,12.5,37319.91269631261,320115.8355478751,36.518330290013786,18051.569239262684,252068.5614267627,36.480261747008,12880.003118766179,57276.30133653962,35.91825713141959
6,15.0,37319.91269631261,376675.0201181876,36.54439953918639,18051.569239262684,298871.95986426267,36.574935966005334,12880.003118766179,66155.5609800943,35.949801593321936
7,17.5,37319.91269631261,433234.2046885001,36.55178261689106,18051.569239262684,345675.35830176267,36.49194401253207,12880.003118766179,75034.820623649,36.001456678170655
8,20.0,37319.91269631261,489793.3892588126,36.593677009017064,18051.569239262684,392478.75673926267,36.50693483338851,12880.003118766179,83914.08026720368,36.05438364294627
9,22.5,37319.91269631261,546352.5738291251,36.607113822522464,18051.569239262684,439282.15517676267,36.294707274906116,12880.003118766179,92793.33991075837,36.107088143808966
10,25.0,37319.91269631261,602911.7583994376,36.34736207881134,18051.569239262684,486085.55361426267,36.231837915960284,12880.003118766179,101672.59955431306,36.15696100321551
11,27.5,37319.91269631261,659470.9429697501,36.28656596957179,18051.569239262684,532888.9520517627,36.13068696475965,12880.003118766179,110551.85919786774,36.1933222841404
12,30.0,37319.91269631261,716030.1275400626,36.19840488347787,18051.569239262684,579692.3504892627,35.798355644985534,12880.003118766179,119431.11884142243,36.23985788307139
13,32.5,37319.91269631261,772589.3121103751,35.980216594031354,18051.569239262684,626495.7489267627,35.63557504486275,12880.003118766179,128310.37848497712,36.28321389505607
14,35.0,37319.91269631261,829148.4966806876,35.673954113983946,18051.569239262684,673299.1473642627,35.46638821691022,12880.003118766179,137189.6381285318,36.32487835428935
15,37.5,37319.91269631261,885707.6812510001,35.407878517054,18051.569239262684,720102.5458017627,35.0610941489465,12880.003118766179,146068.8977720865,36.369061641865514
16,40.0,37319.91269631261,942266.8658213126,35.23191818717633,18051.569239262684,766905.9442392627,34.77804130863662,12880.003118766179,154948.15741564118,36.36474724466598
17,42.5,37319.91269631261,998826.0503916251,34.95305308058048,18051.569239262684,813709.3426767627,34.35993133209256,12880.003118766179,163827.41705919587,36.34794885277035
18,45.0,37319.91269631261,1055385.2349619376,34.58013953854696,18051.569239262684,860512.7411142627,34.13273292051662,12880.003118766179,172706.67670275056,36.38085343319608
19,47.5,37319.91269631261,1111944.4195322501,34.37541348768158,18051.569239262684,907316.1395517627,33.907252049697576,12880.003118766179,181585.93634630524,36.4134424601627
20,50.0,37319.91269631261,1168503.6041025626,34.16750400135839,18051.569239262684,954119.5379892627,33.459615485902454,12880.003118766179,190465.19598985993,36.44248019984177
21,52.5,37319.91269631261,1225062.7886728751,33.7575988277249,18051.569239262684,1000922.9364267627,33.23594250049,12880.003118766179,199344.45563341462,36.47013075111239
22,55.0,37319.91269631261,1281621.9732431876,33.47098661608491,18051.569239262684,1047726.3348642627,32.79539028247248,12880.003118766179,208223.7152769693,36.499951872121564
23,57.5,37319.91269631261,1338181.1578135001,33.260155340757635,18051.569239262684,1094529.7333017627,32.56438093021029,12880.003118766179,217102.974920524,36.52052172574011
24,60.0,37319.91269631261,1394740.3423838126,32.94391899916115,18051.569239262684,1141333.1317392627,32.34122804899299,12880.003118766179,225982.23456407868,36.54630739591378
25,62.5,37319.91269631261,1451299.5269541251,32.65583826431658,18051.569239262684,1188136.5301767627,31.939450731045373,12880.003118766179,234861.49420763337,36.56292585247845
