,0,1,2,3,4,5,6,7,8,9,10
0,0.0,inf,42.44917166292705,inf,42.44917166292705,inf,42.44917166292705,inf,42.44917166292705,inf,42.44917166292705
1,0.5,51.15092890645318,42.47997141280558,54.2637957349233,42.471096440673534,59.219356634350305,42.46167587718983,63.45257039331461,42.458159333447234,64.30224395858262,42.45670497431574
2,1.0,45.3736035265141,42.507218654879935,48.497673990423635,42.494646372762794,53.66800685936095,42.473081420501295,58.647113578614345,42.463441025167086,59.981288660052016,42.45980590100999
3,1.5,42.04575681182071,42.51333313496844,45.131706691126496,42.51281737423885,50.295261728394934,42.48383586093138,55.42582359383432,42.46811347134988,56.84248571977612,42.465276791301825
4,2.0,39.72940592197518,42.512198606667944,42.76816842512639,42.51895358647186,47.89587139288101,42.49667592160052,53.05509006915486,42.47310625902088,54.50352755996798,42.471565083749184
5,2.5,37.97012641562875,42.505402714420214,40.96019268149221,42.51912422324267,46.039361844458845,42.510330349129035,51.19971135977575,42.480553108156,52.66057036563663,42.47546584118193
6,3.0,36.5588794171952,42.49810872416896,39.503158014336826,42.51563971241588,44.53283169992169,42.51702506006964,49.67607725047847,42.4870661788467,51.14412432144548,42.48039047756443
7,3.5,35.38835969774765,42.48962900295203,38.29101492818629,42.511085751551605,43.26629294476632,42.51804098956055,48.38852609629397,42.492697577900465,49.85517175163051,42.48669167100171
8,4.0,34.31466234132903,42.48083404803118,37.252277352505835,42.50287084052006,42.177971977005846,42.51772919319649,47.27334913721282,42.49833122442777,48.74282807141063,42.492246429028135
9,4.5,33.374078234363736,42.469273131907094,36.34942638226037,42.49942123235492,41.22562108634666,42.51773664517618,46.136209249652474,42.50460262182795,47.75815974418595,42.49998010817667
10,5.0,32.55870805200217,42.46022658428592,35.552540616149415,42.493357169673345,40.3783674294451,42.5188845357242,45.03256370019595,42.508316092400875,46.88096636678328,42.5061873371111
11,5.5,31.842333793776397,42.44943939539769,34.84141720579088,42.48484568976053,39.6192910900719,42.515000882306225,44.06417625527574,42.51316368912852,46.09017664105869,42.51111973523927
12,6.0,31.20651209483123,42.439518806715014,34.20097270291195,42.47798173843567,38.9306854244021,42.51326111327009,43.19847640252766,42.51517150438027,45.3684161168676,42.51151796508597
13,6.5,30.63665667078276,42.43313703673319,33.61971037709995,42.468636632017216,38.301932481574276,42.51217463420722,42.41980381979971,42.51492561436389,44.70895129843431,42.51380107722482
14,7.0,30.122047638972127,42.42486365585441,33.08820697521728,42.46355180879614,37.72374223035435,42.50684301967055,41.71168158881896,42.51586243119266,44.097639038223626,42.51640606625486
15,7.5,29.654469620626095,42.4192669549749,32.59986103416851,42.455610240109095,37.18977523026557,42.5045854336565,41.06390337931739,42.51608129401959,43.530573487767406,42.51801783672438
16,8.0,29.22735187414002,42.41269435501315,32.14889098458308,42.448326928465505,36.694270269649564,42.499883805918046,40.46782213932253,42.51622140868867,43.002121039825354,42.51954400183586
17,8.5,28.834800884306514,42.40671778613304,31.730638929893935,42.44287935644523,36.23164743186205,42.49764801403478,39.91479770089991,42.514795041734146,42.50835043515745,42.51838478537277
18,9.0,28.4726363819533,42.40019532093804,31.341668117719248,42.43878468818786,35.799446474142066,42.493755926575226,39.40100489899622,42.51371878865811,42.043746170461574,42.5177369472991
19,9.5,28.13720207326719,42.39574226295417,30.97246956784682,42.431876600118315,35.391997539439494,42.488806595118405,38.91986927406777,42.51297038452194,41.60571619120737,42.51875803924791
20,10.0,27.8255492490991,42.39294629046374,30.600822895362487,42.42697163439355,35.00931468472952,42.48580459703891,38.469460259190846,42.511097823133,41.19134360170097,42.51827050963656
21,10.5,27.535128887212544,42.38893910001205,30.25362766576244,42.420769961974784,34.64760499823867,42.482589578052874,38.04538606493148,42.5092684878621,40.79860900179504,42.51798884287557
22,11.0,27.263200085927824,42.384524551354346,29.928121366003065,42.415229699255605,34.3051785921909,42.47852130258265,37.64538841894398,42.505745162419174,40.42524897675812,42.51697368693481
23,11.5,27.008593931573245,42.38126006511227,29.62270199315001,42.41175115071491,33.9803025896103,42.47277495638872,37.26715995128906,42.50319025224887,40.07118011212113,42.51705849265031
24,12.0,26.769284572717908,42.378166512921624,29.335225854693068,42.40561381290104,33.6713218369015,42.4692617249233,36.906936185023895,42.50110281625389,39.731739716463096,42.516362139395625
25,12.5,26.543808610389405,42.374642435852685,29.063577224327016,42.404247668033825,33.37698780916999,42.4664122675661,36.5664298182149,42.499927707834345,39.40778366786853,42.516355571527235
26,13.0,26.331189272278735,42.372434996437505,28.807199046102813,42.39842875195887,33.09606700473724,42.4621838413356,36.24121218397865,42.498319686128035,39.09716122682678,42.51498931809791
27,13.5,26.12928035247441,42.36967848045798,28.563976371002404,42.395313723389314,32.82799878927304,42.45889017435351,35.930912230545,42.49550654952002,38.799039698261325,42.51369504672081
28,14.0,25.899787654532474,42.36631772547712,28.333472605101463,42.39169579683758,32.57155534317213,42.45530623196644,35.63427715342371,42.492101715650634,38.513837364908774,42.51247373070236
29,14.5,25.68461640700381,42.363982085482455,28.114116349415248,42.38932657853582,32.325815138631974,42.45226598269355,35.35072875135731,42.4891373221542,38.23867055495267,42.511301554018644
